CID,BDATE,GEN
CUST04673,1962-10-17,M
CUST04674,1962-10-18,M
CUST04675,1962-10-19,M
CUST04676,1962-10-20,F
CUST04677,1962-10-21,M
CUST04678,1962-10-22,F
CUST04679,1962-10-23,M
CUST04680,1962-10-24,F
CUST04681,1962-10-25,M
CUST04682,1962-10-26,F
CUST04683,1962-10-27,
CUST04684,1962-10-28,F
CUST04685,1962-10-29,F
CUST04686,1962-10-30,M
CUST04687,1962-10-31,F
CUST04688,1962-11-01,M
CUST04689,1962-11-02,M
CUST04690,1962-11-03,F
CUST04691,1962-11-04,F
CUST04692,1962-11-05,M
CUST04693,1962-11-06,F
CUST04694,1962-11-07,F
CUST04695,1962-11-08,M
CUST04696,1962-11-09,
CUST04697,1962-11-10,F
CUST04698,1962-11-11,M
CUST04699,1962-11-12,F
CUST04700,1962-11-13,M
CUST04701,1962-11-14,M
CUST04702,1962-11-15,F
CUST04703,1962-11-16,M
CUST04704,1962-11-17,M
CUST04705,1962-11-18,F
CUST04706,1962-11-19,F
CUST04707,1962-11-20,M
CUST04708,1962-11-21,M
CUST04709,1962-11-22,M
CUST04710,1962-11-23,M
CUST04711,1962-11-24,M
CUST04712,1962-11-25,F
CUST04713,1962-11-26,M
CUST04714,1962-11-27,M
CUST04715,1962-11-28,F
CUST04716,1962-11-29,F
CUST04717,1962-11-30,F
CUST04718,1962-12-01,F
CUST04719,1962-12-02,F
CUST04720,1962-12-03,M
CUST04721,1962-12-04,M
CUST04722,1962-12-05,F
CUST04723,1962-12-06,F
CUST04724,1962-12-07,F
CUST04725,1962-12-08,F
CUST04726,1962-12-09,F
CUST04727,1962-12-10,
CUST04728,1962-12-11,M
CUST04729,1962-12-12,F
CUST04730,1962-12-13,F
CUST04731,1962-12-14,
CUST04732,1962-12-15,M
CUST04733,1962-12-16,F
CUST04734,1962-12-17,M
CUST04735,1962-12-18,F
CUST04736,1962-12-19,M
CUST04737,1962-12-20,M
CUST04738,1962-12-21,F
CUST04739,1962-12-22,M
CUST04740,1962-12-23,F
CUST04741,1962-12-24,F
CUST04742,1962-12-25,M
CUST04743,1962-12-26,
CUST04744,1962-12-27,M
CUST04745,1962-12-28,F
CUST04746,1962-12-29,F
CUST04747,1962-12-30,M
CUST04748,1962-12-31,
CUST04749,1963-01-01,
CUST04750,1963-01-02,F
CUST04751,1963-01-03,M
CUST04752,1963-01-04,M
CUST04753,1963-01-05,M
CUST04754,1963-01-06,M
CUST04755,1963-01-07,F
CUST04756,1963-01-08,
CUST04757,1963-01-09,
CUST04758,1963-01-10,M
CUST04759,1963-01-11,
CUST04760,1963-01-12,F
CUST04761,1963-01-13,F
CUST04762,1963-01-14,F
CUST04763,1963-01-15,
CUST04764,1963-01-16,F
CUST04765,1963-01-17,
CUST04766,1963-01-18,F
CUST04767,1963-01-19,M
CUST04768,1963-01-20,M
CUST04769,1963-01-21,M
CUST04770,1963-01-22,F
CUST04771,1963-01-23,F
CUST04772,1963-01-24,M
CUST04773,1963-01-25,M
CUST04774,1963-01-26,F
CUST04775,1963-01-27,F
CUST04776,1963-01-28,
CUST04777,1963-01-29,F
CUST04778,1963-01-30,M
CUST04779,1963-01-31,
CUST04780,1963-02-01,M
CUST04781,1963-02-02,M
CUST04782,1963-02-03,F
CUST04783,1963-02-04,F
CUST04784,1963-02-05,M
CUST04785,1963-02-06,
CUST04786,1963-02-07,F
CUST04787,1963-02-08,M
CUST04788,1963-02-09,M
CUST04789,1963-02-10,M
CUST04790,1963-02-11,F
CUST04791,1963-02-12,F
CUST04792,1963-02-13,M
CUST04793,1963-02-14,
CUST04794,1963-02-15,M
CUST04795,1963-02-16,M
CUST04796,1963-02-17,M
CUST04797,1963-02-18,M
CUST04798,1963-02-19,M
CUST04799,1963-02-20,M
CUST04800,1963-02-21,F
CUST04801,1963-02-22,
CUST04802,1963-02-23,M
CUST04803,1963-02-24,F
CUST04804,1963-02-25,M
CUST04805,1963-02-26,M
CUST04806,1963-02-27,F
CUST04807,1963-02-28,M
CUST04808,1963-03-01,M
CUST04809,1963-03-02,M
CUST04810,1963-03-03,F
CUST04811,1963-03-04,M
CUST04812,1963-03-05,M
CUST04813,1963-03-06,F
CUST04814,1963-03-07,F
CUST04815,1963-03-08,F
CUST04816,1963-03-09,M
CUST04817,1963-03-10,
CUST04818,1963-03-11,F
CUST04819,1963-03-12,M
CUST04820,1963-03-13,
CUST04821,1963-03-14,M
CUST04822,1963-03-15,M
CUST04823,1963-03-16,
CUST04824,1963-03-17,M
CUST04825,1963-03-18,
CUST04826,1963-03-19,M
CUST04827,1963-03-20,F
CUST04828,1963-03-21,M
CUST04829,1963-03-22,F
CUST04830,1963-03-23,F
CUST04831,1963-03-24,F
CUST04832,1963-03-25,F
CUST04833,1963-03-26,M
CUST04834,1963-03-27,
CUST04835,1963-03-28,F
CUST04836,1963-03-29,M
CUST04837,1963-03-30,F
CUST04838,1963-03-31,M
CUST04839,1963-04-01,M
CUST04840,1963-04-02,M
CUST04841,1963-04-03,M
CUST04842,1963-04-04,M
CUST04843,1963-04-05,F
CUST04844,1963-04-06,F
CUST04845,1963-04-07,
CUST04846,1963-04-08,F
CUST04847,1963-04-09,
CUST04848,1963-04-10,F
CUST04849,1963-04-11,M
CUST04850,1963-04-12,M
CUST04851,1963-04-13,M
CUST04852,1963-04-14,F
CUST04853,1963-04-15,
CUST04854,1963-04-16,F
CUST04855,1963-04-17,F
CUST04856,1963-04-18,M
CUST04857,1963-04-19,M
CUST04858,1963-04-20,M
CUST04859,1963-04-21,F
CUST04860,1963-04-22,F
CUST04861,1963-04-23,M
CUST04862,1963-04-24,M
CUST04863,1963-04-25,F
CUST04864,1963-04-26,M
CUST04865,1963-04-27,M
CUST04866,1963-04-28,M
CUST04867,1963-04-29,F
CUST04868,1963-04-30,F
CUST04869,1963-05-01,F
CUST04870,1963-05-02,F
CUST04871,1963-05-03,M
CUST04872,1963-05-04,F
CUST04873,1963-05-05,
CUST04874,1963-05-06,M
CUST04875,1963-05-07,F
CUST04876,1963-05-08,F
CUST04877,1963-05-09,M
CUST04878,1963-05-10,M
CUST04879,1963-05-11,M
CUST04880,1963-05-12,
CUST04881,1963-05-13,M
CUST04882,1963-05-14,
CUST04883,1963-05-15,
CUST04884,1963-05-16,F
CUST04885,1963-05-17,M
CUST04886,1963-05-18,M
CUST04887,1963-05-19,F
CUST04888,1963-05-20,M
CUST04889,1963-05-21,M
CUST04890,1963-05-22,F
CUST04891,1963-05-23,M
CUST04892,1963-05-24,M
CUST04893,1963-05-25,F
CUST04894,1963-05-26,F
CUST04895,1963-05-27,F
CUST04896,1963-05-28,F
CUST04897,1963-05-29,M
CUST04898,1963-05-30,F
CUST04899,1963-05-31,F
CUST04900,1963-06-01,F
CUST04901,1963-06-02,M
CUST04902,1963-06-03,M
CUST04903,1963-06-04,M
CUST04904,1963-06-05,F
CUST04905,1963-06-06,M
CUST04906,1963-06-07,M
CUST04907,1963-06-08,F
CUST04908,1963-06-09,
CUST04909,1963-06-10,M
CUST04910,1963-06-11,M
CUST04911,1963-06-12,F
CUST04912,1963-06-13,
CUST04913,1963-06-14,M
CUST04914,1963-06-15,F
CUST04915,1963-06-16,F
CUST04916,1963-06-17,M
CUST04917,1963-06-18,F
CUST04918,1963-06-19,F
CUST04919,1963-06-20,F
CUST04920,1963-06-21,M
CUST04921,1963-06-22,M
CUST04922,1963-06-23,F
CUST04923,1963-06-24,F
CUST04924,1963-06-25,
CUST04925,1963-06-26,F
CUST04926,1963-06-27,F
CUST04927,1963-06-28,F
CUST04928,1963-06-29,
CUST04929,1963-06-30,M
CUST04930,1963-07-01,F
CUST04931,1963-07-02,F
CUST04932,1963-07-03,M
CUST04933,1963-07-04,
CUST04934,1963-07-05,M
CUST04935,1963-07-06,F
CUST04936,1963-07-07,M
CUST04937,1963-07-08,M
CUST04938,1963-07-09,M
CUST04939,1963-07-10,M
CUST04940,1963-07-11,F
CUST04941,1963-07-12,
CUST04942,1963-07-13,M
CUST04943,1963-07-14,F
CUST04944,1963-07-15,F
CUST04945,1963-07-16,F
CUST04946,1963-07-17,M
CUST04947,1963-07-18,M
CUST04948,1963-07-19,F
CUST04949,1963-07-20,F
CUST04950,1963-07-21,M
CUST04951,1963-07-22,M
CUST04952,1963-07-23,F
CUST04953,1963-07-24,F
CUST04954,1963-07-25,M
CUST04955,1963-07-26,M
CUST04956,1963-07-27,M
CUST04957,1963-07-28,F
CUST04958,1963-07-29,M
CUST04959,1963-07-30,F
CUST04960,1963-07-31,F
CUST04961,1963-08-01,M
CUST04962,1963-08-02,F
CUST04963,1963-08-03,M
CUST04964,1963-08-04,M
CUST04965,1963-08-05,F
CUST04966,1963-08-06,M
CUST04967,1963-08-07,M
CUST04968,1963-08-08,F
CUST04969,1963-08-09,M
CUST04970,1963-08-10,M
CUST04971,1963-08-11,F
CUST04972,1963-08-12,M
CUST04973,1963-08-13,F
CUST04974,1963-08-14,M
CUST04975,1963-08-15,F
CUST04976,1963-08-16,F
CUST04977,1963-08-17,F
CUST04978,1963-08-18,F
CUST04979,1963-08-19,F
CUST04980,1963-08-20,F
CUST04981,1963-08-21,
CUST04982,1963-08-22,M
CUST04983,1963-08-23,F
CUST04984,1963-08-24,M
CUST04985,1963-08-25,
CUST04986,1963-08-26,M
CUST04987,1963-08-27,F
CUST04988,1963-08-28,F
CUST04989,1963-08-29,M
CUST04990,1963-08-30,F
CUST04991,1963-08-31,F
CUST04992,1963-09-01,M
CUST04993,1963-09-02,M
CUST04994,1963-09-03,M
CUST04995,1963-09-04,M
CUST04996,1963-09-05,M
CUST04997,1963-09-06,F
CUST04998,1963-09-07,M
CUST04999,1963-09-08,F
CUST05000,1963-09-09,M
CUST05001,1963-09-10,F
CUST05002,1963-09-11,F
CUST05003,1963-09-12,
CUST05004,1963-09-13,M
CUST05005,1963-09-14,
CUST05006,1963-09-15,M
CUST05007,1963-09-16,
CUST05008,1963-09-17,M
CUST05009,1963-09-18,F
CUST05010,1963-09-19,F
CUST05011,1963-09-20,M
CUST05012,1963-09-21,M
CUST05013,1963-09-22,M
CUST05014,1963-09-23,M
CUST05015,1963-09-24,M
CUST05016,1963-09-25,F
CUST05017,1963-09-26,F
CUST05018,1963-09-27,F
CUST05019,1963-09-28,M
CUST05020,1963-09-29,F
CUST05021,1963-09-30,F
CUST05022,1963-10-01,F
CUST05023,1963-10-02,F
CUST05024,1963-10-03,
CUST05025,1963-10-04,M
CUST05026,1963-10-05,M
CUST05027,1963-10-06,M
CUST05028,1963-10-07,F
CUST05029,1963-10-08,M
CUST05030,1963-10-09,F
CUST05031,1963-10-10,M
CUST05032,1963-10-11,F
CUST05033,1963-10-12,F
CUST05034,1963-10-13,M
CUST05035,1963-10-14,F
CUST05036,1963-10-15,F
CUST05037,1963-10-16,M
CUST05038,1963-10-17,M
CUST05039,1963-10-18,M
CUST05040,1963-10-19,M
CUST05041,1963-10-20,M
CUST05042,1963-10-21,M
CUST05043,1963-10-22,M
CUST05044,1963-10-23,F
CUST05045,1963-10-24,
CUST05046,1963-10-25,F
CUST05047,1963-10-26,
CUST05048,1963-10-27,M
CUST05049,1963-10-28,M
CUST05050,1963-10-29,F
CUST05051,1963-10-30,F
CUST05052,1963-10-31,M
CUST05053,1963-11-01,F
CUST05054,1963-11-02,F
CUST05055,1963-11-03,F
CUST05056,1963-11-04,M
CUST05057,1963-11-05,M
CUST05058,1963-11-06,M
CUST05059,1963-11-07,M
CUST05060,1963-11-08,M
CUST05061,1963-11-09,F
CUST05062,1963-11-10,M
CUST05063,1963-11-11,M
CUST05064,1963-11-12,M
CUST05065,1963-11-13,F
CUST05066,1963-11-14,M
CUST05067,1963-11-15,F
CUST05068,1963-11-16,M
CUST05069,1963-11-17,M
CUST05070,1963-11-18,M
CUST05071,1963-11-19,M
CUST05072,1963-11-20,
CUST05073,1963-11-21,M
CUST05074,1963-11-22,M
CUST05075,1963-11-23,F
CUST05076,1963-11-24,M
CUST05077,1963-11-25,F
CUST05078,1963-11-26,M
CUST05079,1963-11-27,F
CUST05080,1963-11-28,M
CUST05081,1963-11-29,F
CUST05082,1963-11-30,M
CUST05083,1963-12-01,M
CUST05084,1963-12-02,M
CUST05085,1963-12-03,M
CUST05086,1963-12-04,M
CUST05087,1963-12-05,F
CUST05088,1963-12-06,M
CUST05089,1963-12-07,F
CUST05090,1963-12-08,F
CUST05091,1963-12-09,M
CUST05092,1963-12-10,M
CUST05093,1963-12-11,M
CUST05094,1963-12-12,M
CUST05095,1963-12-13,F
CUST05096,1963-12-14,M
CUST05097,1963-12-15,F
CUST05098,1963-12-16,
CUST05099,1963-12-17,F
CUST05100,1963-12-18,F
CUST05101,1963-12-19,M
CUST05102,1963-12-20,F
CUST05103,1963-12-21,M
CUST05104,1963-12-22,F
CUST05105,1963-12-23,M
CUST05106,1963-12-24,M
CUST05107,1963-12-25,F
CUST05108,1963-12-26,F
CUST05109,1963-12-27,F
CUST05110,1963-12-28,F
CUST05111,1963-12-29,F
CUST05112,1963-12-30,M
CUST05113,1963-12-31,M
CUST05114,1964-01-01,M
CUST05115,1964-01-02,
CUST05116,1964-01-03,M
CUST05117,1964-01-04,F
CUST05118,1964-01-05,F
CUST05119,1964-01-06,M
CUST05120,1964-01-07,F
CUST05121,1964-01-08,M
CUST05122,1964-01-09,F
CUST05123,1964-01-10,F
CUST05124,1964-01-11,
CUST05125,1964-01-12,M
CUST05126,1964-01-13,M
CUST05127,1964-01-14,F
CUST05128,1964-01-15,M
CUST05129,1964-01-16,M
CUST05130,1964-01-17,F
CUST05131,1964-01-18,F
CUST05132,1964-01-19,F
CUST05133,1964-01-20,M
CUST05134,1964-01-21,F
CUST05135,1964-01-22,M
CUST05136,1964-01-23,F
CUST05137,1964-01-24,F
CUST05138,1964-01-25,M
CUST05139,1964-01-26,F
CUST05140,1964-01-27,M
CUST05141,1964-01-28,F
CUST05142,1964-01-29,M
CUST05143,1964-01-30,M
CUST05144,1964-01-31,F
CUST05145,1964-02-01,F
CUST05146,1964-02-02,F
CUST05147,1964-02-03,M
CUST05148,1964-02-04,M
CUST05149,1964-02-05,M
CUST05150,1964-02-06,F
CUST05151,1964-02-07,M
CUST05152,1964-02-08,M
CUST05153,1964-02-09,M
CUST05154,1964-02-10,M
CUST05155,1964-02-11,F
CUST05156,1964-02-12,M
CUST05157,1964-02-13,F
CUST05158,1964-02-14,M
CUST05159,1964-02-15,F
CUST05160,1964-02-16,F
CUST05161,1964-02-17,M
CUST05162,1964-02-18,F
CUST05163,1964-02-19,
CUST05164,1964-02-20,F
CUST05165,1964-02-21,F
CUST05166,1964-02-22,F
CUST05167,1964-02-23,M
CUST05168,1964-02-24,M
CUST05169,1964-02-25,F
CUST05170,1964-02-26,M
CUST05171,1964-02-27,F
CUST05172,1964-02-28,F
CUST05173,1964-02-29,F
CUST05174,1964-03-01,F
CUST05175,1964-03-02,M
CUST05176,1964-03-03,F
CUST05177,1964-03-04,M
CUST05178,1964-03-05,M
CUST05179,1964-03-06,F
CUST05180,1964-03-07,F
CUST05181,1964-03-08,M
CUST05182,1964-03-09,M
CUST05183,1964-03-10,F
CUST05184,1964-03-11,M
CUST05185,1964-03-12,M
CUST05186,1964-03-13,F
CUST05187,1964-03-14,F
CUST05188,1964-03-15,
CUST05189,1964-03-16,M
CUST05190,1964-03-17,F
CUST05191,1964-03-18,M
CUST05192,1964-03-19,F
CUST05193,1964-03-20,F
CUST05194,1964-03-21,F
CUST05195,1964-03-22,M
CUST05196,1964-03-23,M
CUST05197,1964-03-24,M
CUST05198,1964-03-25,
CUST05199,1964-03-26,F
CUST05200,1964-03-27,F
CUST05201,1964-03-28,M
CUST05202,1964-03-29,F
CUST05203,1964-03-30,M
CUST05204,1964-03-31,M
CUST05205,1964-04-01,M
CUST05206,1964-04-02,F
CUST05207,1964-04-03,F
CUST05208,1964-04-04,F
CUST05209,1964-04-05,F
CUST05210,1964-04-06,F
CUST05211,1964-04-07,F
CUST05212,1964-04-08,M
CUST05213,1964-04-09,F
CUST05214,1964-04-10,F
CUST05215,1964-04-11,M
CUST05216,1964-04-12,F
CUST05217,1964-04-13,F
CUST05218,1964-04-14,M
CUST05219,1964-04-15,
CUST05220,1964-04-16,M
CUST05221,1964-04-17,
CUST05222,1964-04-18,F
CUST05223,1964-04-19,F
CUST05224,1964-04-20,M
CUST05225,1964-04-21,M
CUST05226,1964-04-22,F
CUST05227,1964-04-23,
CUST05228,1964-04-24,M
CUST05229,1964-04-25,F
CUST05230,1964-04-26,F
CUST05231,1964-04-27,M
CUST05232,1964-04-28,M
CUST05233,1964-04-29,F
CUST05234,1964-04-30,F
CUST05235,1964-05-01,F
CUST05236,1964-05-02,
CUST05237,1964-05-03,
CUST05238,1964-05-04,F
CUST05239,1964-05-05,M
CUST05240,1964-05-06,
CUST05241,1964-05-07,
CUST05242,1964-05-08,F
CUST05243,1964-05-09,M
CUST05244,1964-05-10,M
CUST05245,1964-05-11,F
CUST05246,1964-05-12,M
CUST05247,1964-05-13,M
CUST05248,1964-05-14,F
CUST05249,1964-05-15,F
CUST05250,1964-05-16,F
CUST05251,1964-05-17,M
CUST05252,1964-05-18,M
CUST05253,1964-05-19,F
CUST05254,1964-05-20,F
CUST05255,1964-05-21,F
CUST05256,1964-05-22,M
CUST05257,1964-05-23,M
CUST05258,1964-05-24,F
CUST05259,1964-05-25,M
CUST05260,1964-05-26,M
CUST05261,1964-05-27,M
CUST05262,1964-05-28,M
CUST05263,1964-05-29,M
CUST05264,1964-05-30,F
CUST05265,1964-05-31,M
CUST05266,1964-06-01,F
CUST05267,1964-06-02,M
CUST05268,1964-06-03,
CUST05269,1964-06-04,M
CUST05270,1964-06-05,
CUST05271,1964-06-06,M
CUST05272,1964-06-07,M
CUST05273,1964-06-08,F
CUST05274,1964-06-09,M
CUST05275,1964-06-10,F
CUST05276,1964-06-11,M
CUST05277,1964-06-12,F
CUST05278,1964-06-13,F
CUST05279,1964-06-14,F
CUST05280,1964-06-15,F
CUST05281,1964-06-16,F
CUST05282,1964-06-17,M
CUST05283,1964-06-18,M
CUST05284,1964-06-19,M
CUST05285,1964-06-20,F
CUST05286,1964-06-21,F
CUST05287,1964-06-22,F
CUST05288,1964-06-23,M
CUST05289,1964-06-24,F
CUST05290,1964-06-25,M
CUST05291,1964-06-26,M
CUST05292,1964-06-27,F
CUST05293,1964-06-28,
CUST05294,1964-06-29,M
CUST05295,1964-06-30,F
CUST05296,1964-07-01,F
CUST05297,1964-07-02,M
CUST05298,1964-07-03,F
CUST05299,1964-07-04,F
CUST05300,1964-07-05,
CUST05301,1964-07-06,F
CUST05302,1964-07-07,
CUST05303,1964-07-08,M
CUST05304,1964-07-09,F
CUST05305,1964-07-10,F
CUST05306,1964-07-11,
CUST05307,1964-07-12,M
CUST05308,1964-07-13,
CUST05309,1964-07-14,M
CUST05310,1964-07-15,M
CUST05311,1964-07-16,M
CUST05312,1964-07-17,M
CUST05313,1964-07-18,F
CUST05314,1964-07-19,M
CUST05315,1964-07-20,M
CUST05316,1964-07-21,M
CUST05317,1964-07-22,M
CUST05318,1964-07-23,
CUST05319,1964-07-24,F
CUST05320,1964-07-25,
CUST05321,1964-07-26,M
CUST05322,1964-07-27,M
CUST05323,1964-07-28,F
CUST05324,1964-07-29,F
CUST05325,1964-07-30,
CUST05326,1964-07-31,M
CUST05327,1964-08-01,F
CUST05328,1964-08-02,F
CUST05329,1964-08-03,M
CUST05330,1964-08-04,F
CUST05331,1964-08-05,M
CUST05332,1964-08-06,M
CUST05333,1964-08-07,M
CUST05334,1964-08-08,F
CUST05335,1964-08-09,M
CUST05336,1964-08-10,
CUST05337,1964-08-11,
CUST05338,1964-08-12,M
CUST05339,1964-08-13,M
CUST05340,1964-08-14,F
CUST05341,1964-08-15,F
CUST05342,1964-08-16,F
CUST05343,1964-08-17,M
CUST05344,1964-08-18,
CUST05345,1964-08-19,M
CUST05346,1964-08-20,M
CUST05347,1964-08-21,M
CUST05348,1964-08-22,M
CUST05349,1964-08-23,F
CUST05350,1964-08-24,M
CUST05351,1964-08-25,F
CUST05352,1964-08-26,M
CUST05353,1964-08-27,F
CUST05354,1964-08-28,M
CUST05355,1964-08-29,F
CUST05356,1964-08-30,M
CUST05357,1964-08-31,M
CUST05358,1964-09-01,M
CUST05359,1964-09-02,F
CUST05360,1964-09-03,M
CUST05361,1964-09-04,F
CUST05362,1964-09-05,M
CUST05363,1964-09-06,M
CUST05364,1964-09-07,
CUST05365,1964-09-08,M
CUST05366,1964-09-09,M
CUST05367,1964-09-10,M
CUST05368,1964-09-11,M
CUST05369,1964-09-12,M
CUST05370,1964-09-13,F
CUST05371,1964-09-14,M
CUST05372,1964-09-15,F
CUST05373,1964-09-16,M
CUST05374,1964-09-17,M
CUST05375,1964-09-18,M
CUST05376,1964-09-19,
CUST05377,1964-09-20,F
CUST05378,1964-09-21,F
CUST05379,1964-09-22,F
CUST05380,1964-09-23,F
CUST05381,1964-09-24,F
CUST05382,1964-09-25,M
CUST05383,1964-09-26,
CUST05384,1964-09-27,F
CUST05385,1964-09-28,
CUST05386,1964-09-29,F
CUST05387,1964-09-30,M
CUST05388,1964-10-01,F
CUST05389,1964-10-02,M
CUST05390,1964-10-03,M
CUST05391,1964-10-04,F
CUST05392,1964-10-05,M
CUST05393,1964-10-06,M
CUST05394,1964-10-07,F
CUST05395,1964-10-08,F
CUST05396,1964-10-09,F
CUST05397,1964-10-10,M
CUST05398,1964-10-11,M
CUST05399,1964-10-12,M
CUST05400,1964-10-13,F
CUST05401,1964-10-14,M
CUST05402,1964-10-15,F
CUST05403,1964-10-16,F
CUST05404,1964-10-17,F
CUST05405,1964-10-18,M
CUST05406,1964-10-19,F
CUST05407,1964-10-20,M
CUST05408,1964-10-21,F
CUST05409,1964-10-22,F
CUST05410,1964-10-23,F
CUST05411,1964-10-24,F
CUST05412,1964-10-25,M
CUST05413,1964-10-26,F
CUST05414,1964-10-27,F
CUST05415,1964-10-28,M
CUST05416,1964-10-29,M
CUST05417,1964-10-30,F
CUST05418,1964-10-31,F
CUST05419,1964-11-01,M
CUST05420,1964-11-02,F
CUST05421,1964-11-03,F
CUST05422,1964-11-04,F
CUST05423,1964-11-05,M
CUST05424,1964-11-06,M
CUST05425,1964-11-07,
CUST05426,1964-11-08,M
CUST05427,1964-11-09,M
CUST05428,1964-11-10,F
CUST05429,1964-11-11,F
CUST05430,1964-11-12,M
CUST05431,1964-11-13,M
CUST05432,1964-11-14,M
CUST05433,1964-11-15,F
CUST05434,1964-11-16,F
CUST05435,1964-11-17,M
CUST05436,1964-11-18,F
CUST05437,1964-11-19,F
CUST05438,1964-11-20,F
CUST05439,1964-11-21,F
CUST05440,1964-11-22,F
CUST05441,1964-11-23,F
CUST05442,1964-11-24,F
CUST05443,1964-11-25,M
CUST05444,1964-11-26,M
CUST05445,1964-11-27,F
CUST05446,1964-11-28,
CUST05447,1964-11-29,F
CUST05448,1964-11-30,M
CUST05449,1964-12-01,M
CUST05450,1964-12-02,M
CUST05451,1964-12-03,F
CUST05452,1964-12-04,F
CUST05453,1964-12-05,F
CUST05454,1964-12-06,F
CUST05455,1964-12-07,F
CUST05456,1964-12-08,
CUST05457,1964-12-09,M
CUST05458,1964-12-10,M
CUST05459,1964-12-11,
CUST05460,1964-12-12,F
CUST05461,1964-12-13,F
CUST05462,1964-12-14,F
CUST05463,1964-12-15,F
CUST05464,1964-12-16,F
CUST05465,1964-12-17,M
CUST05466,1964-12-18,F
CUST05467,1964-12-19,
CUST05468,1964-12-20,F
CUST05469,1964-12-21,M
CUST05470,1964-12-22,M
CUST05471,1964-12-23,F
CUST05472,1964-12-24,M
CUST05473,1964-12-25,M
CUST05474,1964-12-26,
CUST05475,1964-12-27,F
CUST05476,1964-12-28,F
CUST05477,1964-12-29,M
CUST05478,1964-12-30,F
CUST05479,1964-12-31,F
CUST05480,1965-01-01,F
CUST05481,1965-01-02,M
CUST05482,1965-01-03,F
CUST05483,1965-01-04,M
CUST05484,1965-01-05,F
CUST05485,1965-01-06,M
CUST05486,1965-01-07,
CUST05487,1965-01-08,F
CUST05488,1965-01-09,M
CUST05489,1965-01-10,F
CUST05490,1965-01-11,M
CUST05491,1965-01-12,F
CUST05492,1965-01-13,F
CUST05493,1965-01-14,F
CUST05494,1965-01-15,
CUST05495,1965-01-16,F
CUST05496,1965-01-17,F
CUST05497,1965-01-18,M
CUST05498,1965-01-19,M
CUST05499,1965-01-20,M
CUST05500,1965-01-21,
CUST05501,1965-01-22,M
CUST05502,1965-01-23,F
CUST05503,1965-01-24,M
CUST05504,1965-01-25,F
CUST05505,1965-01-26,F
CUST05506,1965-01-27,M
CUST05507,1965-01-28,F
CUST05508,1965-01-29,M
CUST05509,1965-01-30,F
CUST05510,1965-01-31,M
CUST05511,1965-02-01,M
CUST05512,1965-02-02,M
CUST05513,1965-02-03,F
CUST05514,1965-02-04,F
CUST05515,1965-02-05,M
CUST05516,1965-02-06,M
CUST05517,1965-02-07,F
CUST05518,1965-02-08,M
CUST05519,1965-02-09,M
CUST05520,1965-02-10,M
CUST05521,1965-02-11,F
CUST05522,1965-02-12,F
CUST05523,1965-02-13,F
CUST05524,1965-02-14,M
CUST05525,1965-02-15,
CUST05526,1965-02-16,M
CUST05527,1965-02-17,F
CUST05528,1965-02-18,F
CUST05529,1965-02-19,
CUST05530,1965-02-20,M
CUST05531,1965-02-21,F
CUST05532,1965-02-22,F
CUST05533,1965-02-23,F
CUST05534,1965-02-24,F
CUST05535,1965-02-25,F
CUST05536,1965-02-26,M
CUST05537,1965-02-27,F
CUST05538,1965-02-28,M
CUST05539,1965-03-01,F
CUST05540,1965-03-02,M
CUST05541,1965-03-03,F
CUST05542,1965-03-04,F
CUST05543,1965-03-05,
CUST05544,1965-03-06,
CUST05545,1965-03-07,M
CUST05546,1965-03-08,M
CUST05547,1965-03-09,M
CUST05548,1965-03-10,F
CUST05549,1965-03-11,M
CUST05550,1965-03-12,M
CUST05551,1965-03-13,M
CUST05552,1965-03-14,F
CUST05553,1965-03-15,M
CUST05554,1965-03-16,M
CUST05555,1965-03-17,M
CUST05556,1965-03-18,F
CUST05557,1965-03-19,F
CUST05558,1965-03-20,F
CUST05559,1965-03-21,F
CUST05560,1965-03-22,M
CUST05561,1965-03-23,F
CUST05562,1965-03-24,M
CUST05563,1965-03-25,
CUST05564,1965-03-26,M
CUST05565,1965-03-27,M
CUST05566,1965-03-28,M
CUST05567,1965-03-29,F
CUST05568,1965-03-30,F
CUST05569,1965-03-31,F
CUST05570,1965-04-01,F
CUST05571,1965-04-02,M
CUST05572,1965-04-03,F
CUST05573,1965-04-04,F
CUST05574,1965-04-05,F
CUST05575,1965-04-06,F
CUST05576,1965-04-07,M
CUST05577,1965-04-08,F
CUST05578,1965-04-09,M
CUST05579,1965-04-10,M
CUST05580,1965-04-11,F
CUST05581,1965-04-12,F
CUST05582,1965-04-13,
CUST05583,1965-04-14,F
CUST05584,1965-04-15,
CUST05585,1965-04-16,F
CUST05586,1965-04-17,
CUST05587,1965-04-18,M
CUST05588,1965-04-19,F
CUST05589,1965-04-20,
CUST05590,1965-04-21,M
CUST05591,1965-04-22,M
CUST05592,1965-04-23,F
CUST05593,1965-04-24,M
CUST05594,1965-04-25,M
CUST05595,1965-04-26,F
CUST05596,1965-04-27,
CUST05597,1965-04-28,M
CUST05598,1965-04-29,M
CUST05599,1965-04-30,M
CUST05600,1965-05-01,F
CUST05601,1965-05-02,F
CUST05602,1965-05-03,M
CUST05603,1965-05-04,M
CUST05604,1965-05-05,M
CUST05605,1965-05-06,
CUST05606,1965-05-07,M
CUST05607,1965-05-08,M
CUST05608,1965-05-09,F
CUST05609,1965-05-10,M
CUST05610,1965-05-11,M
