CID,CNTRY
CUST05294,USA
CUST05295,
CUST05296,
CUST05297,USA
CUST05298,CAN
CUST05299,USA
CUST05300,USA
CUST05301,CAN
CUST05302,UK
CUST05303,USA
CUST05304,USA
CUST05305,CAN
CUST05306,USA
CUST05307,UK
CUST05308,CAN
CUST05309,GER
CUST05310,USA
CUST05311,USA
CUST05312,USA
CUST05313,CAN
CUST05314,GER
CUST05315,USA
CUST05316,USA
CUST05317,CAN
CUST05318,CAN
CUST05319,MEX
CUST05320,USA
CUST05321,CAN
CUST05322,USA
CUST05323,USA
CUST05324,USA
CUST05325,GER
CUST05326,CAN
CUST05327,USA
CUST05328,USA
CUST05329,USA
CUST05330,USA
CUST05331,UK
CUST05332,UK
CUST05333,MEX
CUST05334,CAN
CUST05335,USA
CUST05336,UK
CUST05337,USA
CUST05338,MEX
CUST05339,CAN
CUST05340,USA
CUST05341,USA
CUST05342,USA
CUST05343,MEX
CUST05344,MEX
CUST05345,CAN
CUST05346,USA
CUST05347,CAN
CUST05348,USA
CUST05349,USA
CUST05350,USA
CUST05351,USA
CUST05352,
CUST05353,USA
CUST05354,USA
CUST05355,USA
CUST05356,UK
CUST05357,MEX
CUST05358,CAN
CUST05359,USA
CUST05360,CAN
CUST05361,USA
CUST05362,USA
CUST05363,USA
CUST05364,USA
CUST05365,CAN
CUST05366,USA
CUST05367,USA
CUST05368,MEX
CUST05369,USA
CUST05370,CAN
CUST05371,GER
CUST05372,
CUST05373,USA
CUST05374,USA
CUST05375,CAN
CUST05376,UK
CUST05377,CAN
CUST05378,USA
CUST05379,MEX
CUST05380,
CUST05381,USA
CUST05382,GER
CUST05383,MEX
CUST05384,
CUST05385,USA
CUST05386,USA
CUST05387,USA
CUST05388,CAN
CUST05389,CAN
CUST05390,CAN
CUST05391,GER
CUST05392,USA
CUST05393,CAN
CUST05394,CAN
CUST05395,GER
CUST05396,USA
CUST05397,USA
CUST05398,USA
CUST05399,USA
CUST05400,CAN
CUST05401,USA
CUST05402,CAN
CUST05403,MEX
CUST05404,USA
CUST05405,USA
CUST05406,CAN
CUST05407,GER
CUST05408,UK
CUST05409,USA
CUST05410,USA
CUST05411,GER
CUST05412,CAN
CUST05413,USA
CUST05414,MEX
CUST05415,USA
CUST05416,USA
CUST05417,USA
CUST05418,MEX
CUST05419,USA
CUST05420,USA
CUST05421,MEX
CUST05422,USA
CUST05423,USA
CUST05424,CAN
CUST05425,USA
CUST05426,USA
CUST05427,MEX
CUST05428,USA
CUST05429,MEX
CUST05430,CAN
CUST05431,USA
CUST05432,CAN
CUST05433,USA
CUST05434,CAN
CUST05435,USA
CUST05436,MEX
CUST05437,GER
CUST05438,USA
CUST05439,USA
CUST05440,USA
CUST05441,USA
CUST05442,USA
CUST05443,UK
CUST05444,USA
CUST05445,UK
CUST05446,CAN
CUST05447,USA
CUST05448,UK
CUST05449,USA
CUST05450,USA
CUST05451,USA
CUST05452,USA
CUST05453,USA
CUST05454,CAN
CUST05455,USA
CUST05456,
CUST05457,CAN
CUST05458,CAN
CUST05459,CAN
CUST05460,UK
CUST05461,USA
CUST05462,USA
CUST05463,USA
CUST05464,USA
CUST05465,GER
CUST05466,MEX
CUST05467,MEX
CUST05468,USA
CUST05469,USA
CUST05470,USA
CUST05471,CAN
CUST05472,USA
CUST05473,USA
CUST05474,USA
CUST05475,CAN
CUST05476,USA
CUST05477,USA
CUST05478,USA
CUST05479,USA
CUST05480,GER
CUST05481,CAN
CUST05482,UK
CUST05483,MEX
CUST05484,GER
CUST05485,USA
CUST05486,UK
CUST05487,USA
CUST05488,CAN
CUST05489,MEX
CUST05490,USA
CUST05491,USA
CUST05492,MEX
CUST05493,
CUST05494,CAN
CUST05495,UK
CUST05496,USA
CUST05497,MEX
CUST05498,
CUST05499,CAN
CUST05500,USA
CUST05501,GER
CUST05502,CAN
CUST05503,USA
CUST05504,USA
CUST05505,USA
CUST05506,
CUST05507,MEX
CUST05508,CAN
CUST05509,USA
CUST05510,UK
CUST05511,USA
CUST05512,USA
CUST05513,CAN
CUST05514,USA
CUST05515,USA
CUST05516,USA
CUST05517,USA
CUST05518,MEX
CUST05519,CAN
CUST05520,USA
CUST05521,USA
CUST05522,
CUST05523,CAN
CUST05524,UK
CUST05525,USA
CUST05526,GER
CUST05527,GER
CUST05528,USA
CUST05529,
CUST05530,
CUST05531,
CUST05532,CAN
CUST05533,USA
CUST05534,UK
CUST05535,USA
CUST05536,USA
CUST05537,USA
CUST05538,USA
CUST05539,UK
CUST05540,
CUST05541,UK
CUST05542,USA
CUST05543,MEX
CUST05544,MEX
CUST05545,
CUST05546,UK
CUST05547,GER
CUST05548,USA
CUST05549,USA
CUST05550,UK
CUST05551,CAN
CUST05552,MEX
CUST05553,GER
CUST05554,CAN
CUST05555,USA
CUST05556,USA
CUST05557,GER
CUST05558,MEX
CUST05559,
CUST05560,USA
CUST05561,USA
CUST05562,MEX
CUST05563,UK
CUST05564,GER
CUST05565,USA
CUST05566,UK
CUST05567,USA
CUST05568,USA
CUST05569,CAN
CUST05570,USA
CUST05571,CAN
CUST05572,USA
CUST05573,USA
CUST05574,GER
CUST05575,USA
CUST05576,CAN
CUST05577,
CUST05578,MEX
CUST05579,CAN
CUST05580,GER
CUST05581,USA
CUST05582,USA
CUST05583,CAN
CUST05584,USA
CUST05585,USA
CUST05586,CAN
CUST05587,USA
CUST05588,
CUST05589,CAN
CUST05590,UK
CUST05591,USA
CUST05592,GER
CUST05593,USA
CUST05594,USA
CUST05595,GER
CUST05596,USA
CUST05597,USA
CUST05598,USA
CUST05599,CAN
CUST05600,CAN
CUST05601,MEX
CUST05602,MEX
CUST05603,USA
CUST05604,MEX
CUST05605,CAN
CUST05606,USA
CUST05607,GER
CUST05608,USA
CUST05609,MEX
CUST05610,USA
CUST05611,UK
CUST05612,GER
CUST05613,USA
CUST05614,USA
CUST05615,USA
CUST05616,USA
CUST05617,CAN
CUST05618,USA
CUST05619,GER
CUST05620,UK
CUST05621,GER
CUST05622,MEX
CUST05623,USA
CUST05624,CAN
CUST05625,USA
CUST05626,MEX
CUST05627,CAN
CUST05628,USA
CUST05629,USA
CUST05630,USA
CUST05631,USA
CUST05632,GER
CUST05633,MEX
CUST05634,UK
CUST05635,USA
CUST05636,CAN
CUST05637,USA
CUST05638,CAN
CUST05639,
CUST05640,CAN
CUST05641,USA
CUST05642,CAN
CUST05643,CAN
CUST05644,USA
CUST05645,CAN
CUST05646,USA
CUST05647,
CUST05648,CAN
CUST05649,MEX
CUST05650,USA
CUST05651,MEX
CUST05652,USA
CUST05653,USA
CUST05654,USA
CUST05655,USA
CUST05656,USA
CUST05657,CAN
CUST05658,MEX
CUST05659,CAN
CUST05660,CAN
CUST05661,USA
CUST05662,
CUST05663,GER
CUST05664,MEX
CUST05665,USA
CUST05666,USA
CUST05667,USA
CUST05668,USA
CUST05669,USA
CUST05670,USA
CUST05671,CAN
CUST05672,CAN
CUST05673,CAN
CUST05674,USA
CUST05675,CAN
CUST05676,UK
CUST05677,USA
CUST05678,USA
CUST05679,
CUST05680,USA
CUST05681,
CUST05682,USA
CUST05683,USA
CUST05684,GER
CUST05685,USA
CUST05686,MEX
CUST05687,CAN
CUST05688,USA
CUST05689,USA
CUST05690,USA
CUST05691,USA
CUST05692,CAN
CUST05693,CAN
CUST05694,GER
CUST05695,MEX
CUST05696,GER
CUST05697,CAN
CUST05698,USA
CUST05699,USA
CUST05700,CAN
CUST05701,USA
CUST05702,CAN
CUST05703,USA
CUST05704,USA
CUST05705,USA
CUST05706,USA
CUST05707,UK
CUST05708,CAN
CUST05709,
CUST05710,USA
CUST05711,MEX
CUST05712,USA
CUST05713,USA
CUST05714,USA
CUST05715,
CUST05716,USA
CUST05717,USA
CUST05718,GER
CUST05719,USA
CUST05720,CAN
CUST05721,USA
CUST05722,CAN
CUST05723,GER
CUST05724,CAN
CUST05725,USA
CUST05726,USA
CUST05727,UK
CUST05728,
CUST05729,USA
CUST05730,CAN
CUST05731,CAN
CUST05732,USA
CUST05733,CAN
CUST05734,USA
CUST05735,
CUST05736,GER
CUST05737,USA
CUST05738,USA
CUST05739,USA
CUST05740,USA
CUST05741,UK
CUST05742,USA
CUST05743,CAN
CUST05744,USA
CUST05745,USA
CUST05746,USA
CUST05747,GER
CUST05748,USA
CUST05749,USA
CUST05750,GER
CUST05751,USA
CUST05752,USA
CUST05753,MEX
CUST05754,MEX
CUST05755,CAN
CUST05756,
CUST05757,CAN
CUST05758,USA
CUST05759,MEX
CUST05760,USA
CUST05761,USA
CUST05762,USA
CUST05763,UK
CUST05764,CAN
CUST05765,UK
CUST05766,USA
CUST05767,MEX
CUST05768,USA
CUST05769,USA
CUST05770,CAN
CUST05771,MEX
CUST05772,MEX
CUST05773,USA
CUST05774,CAN
CUST05775,CAN
CUST05776,GER
CUST05777,CAN
CUST05778,USA
CUST05779,GER
CUST05780,USA
CUST05781,CAN
CUST05782,CAN
CUST05783,USA
CUST05784,GER
CUST05785,USA
CUST05786,GER
CUST05787,CAN
CUST05788,CAN
CUST05789,USA
CUST05790,USA
CUST05791,USA
CUST05792,CAN
CUST05793,UK
CUST05794,USA
CUST05795,UK
CUST05796,USA
CUST05797,USA
CUST05798,CAN
CUST05799,USA
CUST05800,USA
CUST05801,USA
CUST05802,
CUST05803,MEX
CUST05804,MEX
CUST05805,MEX
CUST05806,USA
CUST05807,GER
CUST05808,MEX
CUST05809,USA
CUST05810,CAN
CUST05811,
CUST05812,MEX
CUST05813,USA
CUST05814,CAN
CUST05815,USA
CUST05816,CAN
CUST05817,USA
CUST05818,UK
CUST05819,CAN
CUST05820,USA
CUST05821,MEX
CUST05822,CAN
CUST05823,USA
CUST05824,USA
CUST05825,USA
CUST05826,USA
CUST05827,UK
CUST05828,GER
CUST05829,USA
CUST05830,USA
CUST05831,USA
CUST05832,USA
CUST05833,GER
CUST05834,USA
CUST05835,CAN
CUST05836,CAN
CUST05837,CAN
CUST05838,UK
CUST05839,UK
CUST05840,USA
CUST05841,USA
CUST05842,USA
CUST05843,CAN
CUST05844,CAN
CUST05845,USA
CUST05846,MEX
CUST05847,UK
CUST05848,USA
CUST05849,USA
CUST05850,MEX
CUST05851,CAN
CUST05852,UK
CUST05853,CAN
CUST05854,USA
CUST05855,USA
CUST05856,USA
CUST05857,MEX
CUST05858,CAN
CUST05859,USA
CUST05860,USA
CUST05861,USA
CUST05862,USA
CUST05863,USA
CUST05864,MEX
CUST05865,UK
CUST05866,USA
CUST05867,MEX
CUST05868,CAN
CUST05869,
CUST05870,CAN
CUST05871,USA
CUST05872,USA
CUST05873,USA
CUST05874,USA
CUST05875,USA
CUST05876,MEX
CUST05877,USA
CUST05878,USA
CUST05879,GER
CUST05880,USA
CUST05881,UK
CUST05882,CAN
CUST05883,CAN
CUST05884,USA
CUST05885,USA
CUST05886,USA
CUST05887,USA
CUST05888,MEX
CUST05889,USA
CUST05890,UK
CUST05891,USA
CUST05892,MEX
CUST05893,USA
CUST05894,USA
CUST05895,MEX
CUST05896,UK
CUST05897,USA
CUST05898,USA
CUST05899,UK
CUST05900,USA
CUST05901,USA
CUST05902,MEX
CUST05903,USA
CUST05904,USA
CUST05905,USA
CUST05906,USA
CUST05907,GER
CUST05908,USA
CUST05909,USA
CUST05910,GER
CUST05911,UK
CUST05912,UK
CUST05913,USA
CUST05914,MEX
CUST05915,CAN
CUST05916,GER
CUST05917,USA
CUST05918,CAN
CUST05919,MEX
CUST05920,MEX
CUST05921,USA
CUST05922,USA
CUST05923,USA
CUST05924,UK
CUST05925,USA
CUST05926,USA
CUST05927,CAN
CUST05928,USA
CUST05929,USA
CUST05930,UK
CUST05931,USA
CUST05932,
CUST05933,USA
CUST05934,USA
CUST05935,GER
CUST05936,UK
CUST05937,UK
CUST05938,USA
CUST05939,USA
CUST05940,MEX
CUST05941,USA
CUST05942,CAN
CUST05943,MEX
CUST05944,
CUST05945,CAN
CUST05946,CAN
CUST05947,USA
CUST05948,USA
CUST05949,USA
CUST05950,MEX
CUST05951,USA
CUST05952,UK
CUST05953,USA
CUST05954,USA
CUST05955,CAN
CUST05956,USA
CUST05957,UK
CUST05958,USA
CUST05959,MEX
CUST05960,CAN
CUST05961,UK
CUST05962,USA
CUST05963,USA
CUST05964,CAN
CUST05965,CAN
CUST05966,USA
CUST05967,USA
CUST05968,CAN
CUST05969,USA
CUST05970,
CUST05971,USA
CUST05972,MEX
CUST05973,USA
CUST05974,UK
CUST05975,USA
CUST05976,USA
CUST05977,USA
CUST05978,MEX
CUST05979,UK
CUST05980,USA
CUST05981,USA
CUST05982,GER
CUST05983,USA
CUST05984,USA
CUST05985,USA
CUST05986,CAN
CUST05987,GER
CUST05988,USA
CUST05989,USA
CUST05990,CAN
CUST05991,USA
CUST05992,MEX
CUST05993,CAN
CUST05994,CAN
CUST05995,MEX
CUST05996,GER
CUST05997,USA
CUST05998,CAN
CUST05999,USA
CUST06000,USA
CUST06001,USA
CUST06002,CAN
CUST06003,USA
CUST06004,USA
CUST06005,USA
CUST06006,USA
CUST06007,GER
CUST06008,USA
CUST06009,
CUST06010,CAN
CUST06011,USA
CUST06012,USA
CUST06013,MEX
CUST06014,USA
CUST06015,USA
CUST06016,USA
CUST06017,USA
CUST06018,UK
CUST06019,USA
CUST06020,CAN
CUST06021,GER
CUST06022,USA
CUST06023,USA
CUST06024,USA
CUST06025,USA
CUST06026,GER
CUST06027,UK
CUST06028,USA
CUST06029,USA
CUST06030,USA
CUST06031,USA
CUST06032,USA
CUST06033,USA
CUST06034,MEX
CUST06035,UK
CUST06036,USA
CUST06037,UK
CUST06038,UK
CUST06039,USA
CUST06040,
CUST06041,CAN
CUST06042,USA
CUST06043,USA
CUST06044,USA
CUST06045,UK
CUST06046,MEX
CUST06047,USA
CUST06048,USA
CUST06049,USA
CUST06050,USA
CUST06051,CAN
CUST06052,USA
CUST06053,UK
CUST06054,USA
CUST06055,UK
CUST06056,USA
CUST06057,USA
CUST06058,USA
CUST06059,USA
CUST06060,CAN
CUST06061,USA
CUST06062,USA
CUST06063,UK
CUST06064,USA
CUST06065,
CUST06066,USA
CUST06067,
CUST06068,USA
CUST06069,USA
CUST06070,CAN
CUST06071,
CUST06072,CAN
CUST06073,USA
CUST06074,
CUST06075,UK
CUST06076,USA
CUST06077,MEX
CUST06078,USA
CUST06079,USA
CUST06080,USA
CUST06081,USA
CUST06082,UK
CUST06083,USA
CUST06084,USA
CUST06085,
CUST06086,USA
CUST06087,USA
CUST06088,UK
CUST06089,CAN
CUST06090,
CUST06091,CAN
CUST06092,CAN
CUST06093,USA
CUST06094,CAN
CUST06095,UK
CUST06096,
CUST06097,USA
CUST06098,MEX
CUST06099,USA
CUST06100,USA
CUST06101,UK
CUST06102,UK
CUST06103,UK
CUST06104,MEX
CUST06105,USA
CUST06106,USA
CUST06107,MEX
CUST06108,CAN
CUST06109,CAN
CUST06110,
CUST06111,USA
CUST06112,USA
CUST06113,CAN
CUST06114,MEX
CUST06115,UK
CUST06116,USA
CUST06117,USA
CUST06118,USA
CUST06119,CAN
CUST06120,CAN
CUST06121,UK
CUST06122,CAN
CUST06123,MEX
CUST06124,CAN
CUST06125,CAN
CUST06126,USA
CUST06127,UK
CUST06128,GER
CUST06129,CAN
CUST06130,UK
CUST06131,CAN
CUST06132,CAN
CUST06133,USA
CUST06134,CAN
CUST06135,USA
CUST06136,USA
CUST06137,USA
CUST06138,USA
CUST06139,USA
CUST06140,CAN
CUST06141,CAN
CUST06142,CAN
CUST06143,MEX
CUST06144,USA
CUST06145,USA
CUST06146,MEX
CUST06147,USA
CUST06148,USA
CUST06149,MEX
CUST06150,USA
CUST06151,USA
CUST06152,USA
CUST06153,CAN
CUST06154,MEX
CUST06155,MEX
CUST06156,USA
CUST06157,USA
CUST06158,USA
CUST06159,USA
CUST06160,MEX
CUST06161,MEX
CUST06162,USA
CUST06163,CAN
CUST06164,USA
CUST06165,UK
CUST06166,UK
CUST06167,USA
CUST06168,USA
CUST06169,USA
CUST06170,USA
CUST06171,USA
CUST06172,MEX
CUST06173,USA
CUST06174,CAN
CUST06175,UK
CUST06176,MEX
CUST06177,USA
CUST06178,MEX
CUST06179,CAN
CUST06180,UK
CUST06181,USA
CUST06182,USA
CUST06183,CAN
CUST06184,CAN
CUST06185,CAN
CUST06186,UK
CUST06187,USA
CUST06188,USA
CUST06189,CAN
CUST06190,CAN
CUST06191,UK
CUST06192,USA
CUST06193,CAN
CUST06194,CAN
CUST06195,
CUST06196,USA
CUST06197,CAN
CUST06198,UK
CUST06199,CAN
CUST06200,USA
CUST06201,USA
CUST06202,USA
CUST06203,CAN
CUST06204,USA
CUST06205,CAN
CUST06206,USA
CUST06207,USA
CUST06208,USA
CUST06209,
CUST06210,MEX
CUST06211,CAN
CUST06212,CAN
CUST06213,UK
CUST06214,CAN
CUST06215,USA
CUST06216,USA
CUST06217,UK
CUST06218,USA
CUST06219,MEX
CUST06220,UK
CUST06221,UK
CUST06222,CAN
CUST06223,USA
CUST06224,USA
CUST06225,USA
CUST06226,UK
CUST06227,USA
CUST06228,UK
CUST06229,USA
CUST06230,
CUST06231,USA
CUST06232,USA
CUST06233,GER
CUST06234,USA
CUST06235,USA
CUST06236,USA
CUST06237,UK
CUST06238,USA
CUST06239,CAN
CUST06240,CAN
CUST06241,CAN
CUST06242,USA
CUST06243,CAN
CUST06244,USA
CUST06245,MEX
CUST06246,USA
CUST06247,USA
CUST06248,MEX
CUST06249,USA
CUST06250,MEX
CUST06251,USA
CUST06252,GER
CUST06253,GER
CUST06254,
CUST06255,USA
CUST06256,CAN
CUST06257,USA
CUST06258,USA
CUST06259,USA
CUST06260,USA
CUST06261,
CUST06262,UK
CUST06263,USA
CUST06264,USA
CUST06265,USA
CUST06266,USA
CUST06267,MEX
CUST06268,MEX
CUST06269,MEX
CUST06270,CAN
CUST06271,CAN
CUST06272,GER
CUST06273,USA
CUST06274,CAN
CUST06275,UK
CUST06276,MEX
CUST06277,USA
CUST06278,USA
CUST06279,USA
CUST06280,USA
CUST06281,UK
CUST06282,USA
CUST06283,USA
CUST06284,USA
CUST06285,USA
CUST06286,CAN
CUST06287,UK
CUST06288,USA
CUST06289,UK
CUST06290,USA
CUST06291,USA
CUST06292,CAN
CUST06293,USA
CUST06294,CAN
CUST06295,UK
CUST06296,MEX
CUST06297,MEX
CUST06298,USA
CUST06299,
CUST06300,CAN
CUST06301,UK
CUST06302,USA
CUST06303,UK
CUST06304,UK
CUST06305,USA
CUST06306,CAN
CUST06307,CAN
CUST06308,USA
CUST06309,USA
CUST06310,USA
CUST06311,GER
CUST06312,USA
CUST06313,USA
CUST06314,USA
CUST06315,
CUST06316,MEX
CUST06317,MEX
CUST06318,CAN
CUST06319,UK
CUST06320,USA
CUST06321,USA
CUST06322,USA
CUST06323,USA
CUST06324,CAN
CUST06325,USA
CUST06326,CAN
CUST06327,USA
CUST06328,USA
CUST06329,CAN
CUST06330,USA
CUST06331,MEX
CUST06332,GER
CUST06333,USA
CUST06334,USA
CUST06335,CAN
CUST06336,CAN
CUST06337,USA
CUST06338,MEX
CUST06339,USA
CUST06340,
CUST06341,CAN
CUST06342,CAN
CUST06343,MEX
CUST06344,USA
CUST06345,CAN
CUST06346,USA
CUST06347,USA
CUST06348,UK
CUST06349,USA
CUST06350,USA
CUST06351,USA
CUST06352,MEX
CUST06353,CAN
CUST06354,CAN
CUST06355,USA
CUST06356,USA
CUST06357,USA
CUST06358,CAN
CUST06359,USA
CUST06360,MEX
CUST06361,USA
CUST06362,UK
CUST06363,USA
CUST06364,USA
CUST06365,USA
CUST06366,CAN
CUST06367,CAN
CUST06368,USA
CUST06369,USA
CUST06370,USA
CUST06371,USA
CUST06372,USA
CUST06373,USA
CUST06374,USA
CUST06375,USA
CUST06376,USA
CUST06377,USA
CUST06378,UK
CUST06379,CAN
CUST06380,USA
CUST06381,GER
CUST06382,USA
CUST06383,CAN
CUST06384,CAN
CUST06385,GER
CUST06386,USA
CUST06387,USA
CUST06388,USA
CUST06389,USA
CUST06390,CAN
CUST06391,UK
CUST06392,
CUST06393,
CUST06394,CAN
CUST06395,USA
CUST06396,USA
CUST06397,MEX
CUST06398,CAN
CUST06399,USA
CUST06400,UK
CUST06401,UK
CUST06402,USA
CUST06403,MEX
CUST06404,CAN
CUST06405,USA
CUST06406,USA
CUST06407,MEX
CUST06408,UK
CUST06409,
CUST06410,MEX
CUST06411,USA
CUST06412,CAN
CUST06413,USA
CUST06414,USA
CUST06415,USA
CUST06416,UK
CUST06417,USA
CUST06418,CAN
CUST06419,UK
CUST06420,USA
CUST06421,USA
CUST06422,USA
CUST06423,USA
CUST06424,USA
CUST06425,USA
CUST06426,USA
CUST06427,USA
CUST06428,USA
CUST06429,UK
CUST06430,USA
CUST06431,USA
CUST06432,CAN
CUST06433,USA
CUST06434,CAN
CUST06435,MEX
CUST06436,USA
CUST06437,MEX
CUST06438,UK
CUST06439,CAN
CUST06440,MEX
CUST06441,UK
CUST06442,CAN
CUST06443,MEX
CUST06444,USA
CUST06445,CAN
CUST06446,CAN
CUST06447,USA
CUST06448,GER
CUST06449,CAN
CUST06450,UK
CUST06451,GER
CUST06452,USA
CUST06453,USA
CUST06454,CAN
CUST06455,MEX
CUST06456,UK
CUST06457,UK
CUST06458,CAN
CUST06459,
CUST06460,GER
CUST06461,UK
CUST06462,CAN
CUST06463,USA
CUST06464,UK
CUST06465,USA
CUST06466,USA
CUST06467,MEX
CUST06468,UK
CUST06469,USA
CUST06470,CAN
CUST06471,USA
CUST06472,USA
CUST06473,CAN
CUST06474,UK
CUST06475,
CUST06476,USA
CUST06477,USA
CUST06478,CAN
CUST06479,USA
CUST06480,CAN
CUST06481,GER
CUST06482,UK
CUST06483,CAN
CUST06484,USA
CUST06485,USA
CUST06486,USA
CUST06487,
CUST06488,CAN
CUST06489,CAN
CUST06490,CAN
CUST06491,UK
CUST06492,USA
CUST06493,CAN
CUST06494,UK
CUST06495,USA
CUST06496,USA
CUST06497,GER
CUST06498,USA
CUST06499,CAN
CUST06500,
CUST06501,USA
CUST06502,MEX
CUST06503,USA
CUST06504,USA
CUST06505,UK
CUST06506,USA
CUST06507,CAN
CUST06508,USA
CUST06509,CAN
CUST06510,CAN
CUST06511,USA
CUST06512,USA
CUST06513,CAN
CUST06514,MEX
CUST06515,USA
CUST06516,UK
CUST06517,UK
CUST06518,
CUST06519,CAN
CUST06520,CAN
CUST06521,USA
CUST06522,USA
CUST06523,GER
CUST06524,MEX
CUST06525,USA
CUST06526,CAN
CUST06527,USA
CUST06528,USA
CUST06529,UK
CUST06530,USA
CUST06531,UK
CUST06532,GER
CUST06533,USA
CUST06534,USA
CUST06535,USA
CUST06536,USA
CUST06537,CAN
CUST06538,USA
CUST06539,CAN
CUST06540,USA
CUST06541,GER
CUST06542,GER
CUST06543,USA
CUST06544,
CUST06545,USA
CUST06546,USA
CUST06547,USA
CUST06548,USA
CUST06549,UK
CUST06550,USA
CUST06551,CAN
CUST06552,USA
CUST06553,GER
CUST06554,MEX
CUST06555,GER
CUST06556,USA
CUST06557,MEX
CUST06558,USA
CUST06559,MEX
CUST06560,USA
CUST06561,MEX
CUST06562,CAN
CUST06563,USA
CUST06564,GER
CUST06565,CAN
CUST06566,GER
CUST06567,CAN
CUST06568,UK
CUST06569,USA
CUST06570,UK
CUST06571,
CUST06572,GER
CUST06573,USA
CUST06574,MEX
CUST06575,MEX
CUST06576,CAN
CUST06577,USA
CUST06578,MEX
CUST06579,USA
CUST06580,CAN
CUST06581,CAN
CUST06582,
CUST06583,USA
CUST06584,USA
CUST06585,USA
CUST06586,MEX
CUST06587,CAN
CUST06588,UK
CUST06589,USA
CUST06590,USA
CUST06591,CAN
CUST06592,CAN
CUST06593,USA
CUST06594,GER
CUST06595,USA
CUST06596,GER
CUST06597,CAN
CUST06598,USA
CUST06599,CAN
CUST06600,USA
CUST06601,CAN
CUST06602,
CUST06603,USA
CUST06604,UK
CUST06605,CAN
CUST06606,MEX
CUST06607,UK
CUST06608,USA
CUST06609,USA
CUST06610,USA
CUST06611,UK
CUST06612,CAN
CUST06613,USA
CUST06614,USA
CUST06615,USA
CUST06616,UK
CUST06617,CAN
CUST06618,USA
CUST06619,USA
CUST06620,USA
CUST06621,USA
CUST06622,USA
CUST06623,MEX
CUST06624,USA
CUST06625,
CUST06626,MEX
CUST06627,USA
CUST06628,USA
CUST06629,USA
CUST06630,USA
CUST06631,UK
CUST06632,CAN
CUST06633,USA
CUST06634,GER
CUST06635,USA
CUST06636,UK
CUST06637,USA
CUST06638,USA
CUST06639,USA
CUST06640,CAN
CUST06641,USA
CUST06642,USA
CUST06643,USA
CUST06644,USA
CUST06645,GER
CUST06646,MEX
CUST06647,
CUST06648,MEX
CUST06649,MEX
CUST06650,CAN
CUST06651,GER
CUST06652,USA
CUST06653,USA
CUST06654,USA
CUST06655,CAN
CUST06656,GER
CUST06657,USA
CUST06658,CAN
CUST06659,USA
CUST06660,CAN
CUST06661,CAN
CUST06662,USA
CUST06663,GER
CUST06664,CAN
CUST06665,USA
CUST06666,USA
CUST06667,USA
CUST06668,CAN
CUST06669,CAN
CUST06670,UK
CUST06671,UK
CUST06672,CAN
CUST06673,USA
CUST06674,USA
CUST06675,
CUST06676,CAN
CUST06677,
CUST06678,USA
CUST06679,UK
CUST06680,USA
CUST06681,USA
CUST06682,CAN
CUST06683,USA
CUST06684,CAN
CUST06685,CAN
CUST06686,CAN
CUST06687,CAN
CUST06688,MEX
CUST06689,
CUST06690,UK
CUST06691,UK
CUST06692,USA
CUST06693,USA
CUST06694,USA
CUST06695,USA
CUST06696,UK
CUST06697,UK
CUST06698,MEX
CUST06699,MEX
CUST06700,UK
CUST06701,GER
CUST06702,UK
CUST06703,USA
CUST06704,USA
CUST06705,USA
CUST06706,CAN
CUST06707,USA
CUST06708,USA
CUST06709,UK
CUST06710,CAN
CUST06711,CAN
CUST06712,MEX
CUST06713,USA
CUST06714,CAN
CUST06715,CAN
CUST06716,CAN
CUST06717,USA
CUST06718,
CUST06719,USA
CUST06720,MEX
CUST06721,UK
CUST06722,GER
CUST06723,UK
CUST06724,CAN
CUST06725,USA
CUST06726,CAN
CUST06727,GER
CUST06728,USA
CUST06729,USA
CUST06730,USA
CUST06731,USA
CUST06732,UK
CUST06733,USA
CUST06734,USA
CUST06735,USA
CUST06736,CAN
CUST06737,GER
CUST06738,
CUST06739,USA
CUST06740,USA
CUST06741,GER
CUST06742,USA
CUST06743,USA
CUST06744,USA
CUST06745,USA
CUST06746,USA
CUST06747,USA
CUST06748,CAN
CUST06749,GER
CUST06750,USA
CUST06751,USA
CUST06752,USA
CUST06753,USA
CUST06754,CAN
CUST06755,USA
CUST06756,USA
CUST06757,CAN
CUST06758,USA
CUST06759,USA
CUST06760,UK
CUST06761,USA
CUST06762,CAN
CUST06763,USA
CUST06764,USA
CUST06765,USA
CUST06766,CAN
CUST06767,USA
CUST06768,USA
CUST06769,CAN
CUST06770,MEX
CUST06771,USA
CUST06772,USA
CUST06773,UK
CUST06774,USA
CUST06775,USA
CUST06776,CAN
CUST06777,USA
CUST06778,USA
CUST06779,GER
CUST06780,CAN
CUST06781,CAN
CUST06782,USA
CUST06783,USA
CUST06784,MEX
CUST06785,USA
CUST06786,USA
CUST06787,UK
CUST06788,
CUST06789,UK
CUST06790,USA
CUST06791,USA
CUST06792,CAN
CUST06793,CAN
CUST06794,UK
CUST06795,UK
CUST06796,USA
CUST06797,USA
CUST06798,USA
CUST06799,USA
CUST06800,
CUST06801,
CUST06802,UK
CUST06803,CAN
CUST06804,CAN
CUST06805,USA
CUST06806,USA
CUST06807,CAN
CUST06808,CAN
CUST06809,USA
CUST06810,
CUST06811,USA
CUST06812,USA
CUST06813,MEX
